Case ID,Activity,Resource,Complete Timestamp,Variant,Variant index,amount,type,sector,framework,cpv
6982484015,CREATION,CENTRALE,2017-04-06 00:00:00.000,Variant 123,123,205000.0,FORNITURE,ORDINARI,0,35
6982484015,AWARD,CENTRALE,2017-06-21 00:00:00.000,Variant 123,123,205000.0,FORNITURE,ORDINARI,0,35
6982484015,CONTRACT-START,CENTRALE,2017-09-01 00:00:00.000,Variant 123,123,205000.0,FORNITURE,ORDINARI,0,35
6982484015,SUBCONTRACT,CENTRALE,2017-11-02 00:00:00.000,Variant 123,123,205000.0,FORNITURE,ORDINARI,0,35
6982484015,VARIANT,CENTRALE,2017-11-14 00:00:00.000,Variant 123,123,205000.0,FORNITURE,ORDINARI,0,35
6982484015,SUBCONTRACT,CENTRALE,2017-12-06 00:00:00.000,Variant 123,123,205000.0,FORNITURE,ORDINARI,0,35
6982484015,SUSPENSION,CENTRALE,2017-12-11 00:00:00.000,Variant 123,123,205000.0,FORNITURE,ORDINARI,0,35
6982484015,REPRISE,CENTRALE,2018-09-14 00:00:00.000,Variant 123,123,205000.0,FORNITURE,ORDINARI,0,35
6982484015,CONTRACT-END,CENTRALE,2018-10-01 00:00:00.000,Variant 123,123,205000.0,FORNITURE,ORDINARI,0,35
6982779385,CREATION,PROVINCIA AUTONOMA DI TRENTO,2017-02-16 00:00:00.000,Variant 2,2,118800.0,FORNITURE,ORDINARI,0,33
6982779385,AWARD,PROVINCIA AUTONOMA DI TRENTO,2017-02-22 00:00:00.000,Variant 2,2,118800.0,FORNITURE,ORDINARI,0,33
6982779385,CONTRACT-START,PROVINCIA AUTONOMA DI TRENTO,2017-02-22 00:00:00.000,Variant 2,2,118800.0,FORNITURE,ORDINARI,0,33
6982779385,CONTRACT-END,PROVINCIA AUTONOMA DI TRENTO,2018-03-07 00:00:00.000,Variant 2,2,118800.0,FORNITURE,ORDINARI,0,33
6982779385,VARIANT,PROVINCIA AUTONOMA DI TRENTO,2018-07-17 00:00:00.000,Variant 2,2,118800.0,FORNITURE,ORDINARI,0,33
69832865E8,CREATION,PIEMONTE,2017-02-23 00:00:00.000,Variant 1,1,200000.0,FORNITURE,ORDINARI,0,31
69832865E8,AWARD,PIEMONTE,2017-04-18 00:00:00.000,Variant 1,1,200000.0,FORNITURE,ORDINARI,0,31
69832865E8,CONTRACT-START,PIEMONTE,2017-05-05 00:00:00.000,Variant 1,1,200000.0,FORNITURE,ORDINARI,0,31
69832865E8,VARIANT,PIEMONTE,2019-03-05 00:00:00.000,Variant 1,1,200000.0,FORNITURE,ORDINARI,0,31
69832865E8,CONTRACT-END,PIEMONTE,2019-11-30 00:00:00.000,Variant 1,1,200000.0,FORNITURE,ORDINARI,0,31
698616099A,CREATION,PROVINCIA AUTONOMA DI BOLZANO,2016-05-10 00:00:00.000,Variant 124,124,310390.0,FORNITURE,ORDINARI,1,31
698616099A,AWARD,PROVINCIA AUTONOMA DI BOLZANO,2016-05-10 00:00:00.000,Variant 124,124,310390.0,FORNITURE,ORDINARI,1,31
698616099A,CONTRACT-START,PROVINCIA AUTONOMA DI BOLZANO,2017-04-20 00:00:00.000,Variant 124,124,310390.0,FORNITURE,ORDINARI,1,31
698616099A,SUSPENSION,PROVINCIA AUTONOMA DI BOLZANO,2017-07-27 00:00:00.000,Variant 124,124,310390.0,FORNITURE,ORDINARI,1,31
698616099A,REPRISE,PROVINCIA AUTONOMA DI BOLZANO,2017-08-12 00:00:00.000,Variant 124,124,310390.0,FORNITURE,ORDINARI,1,31
698616099A,VARIANT,PROVINCIA AUTONOMA DI BOLZANO,2017-09-25 00:00:00.000,Variant 124,124,310390.0,FORNITURE,ORDINARI,1,31
698616099A,SUSPENSION,PROVINCIA AUTONOMA DI BOLZANO,2017-09-28 00:00:00.000,Variant 124,124,310390.0,FORNITURE,ORDINARI,1,31
698616099A,STATUS,PROVINCIA AUTONOMA DI BOLZANO,2018-01-09 00:00:00.000,Variant 124,124,310390.0,FORNITURE,ORDINARI,1,31
698616099A,REPRISE,PROVINCIA AUTONOMA DI BOLZANO,2018-04-19 00:00:00.000,Variant 124,124,310390.0,FORNITURE,ORDINARI,1,31
698616099A,CONTRACT-END,PROVINCIA AUTONOMA DI BOLZANO,2018-04-20 00:00:00.000,Variant 124,124,310390.0,FORNITURE,ORDINARI,1,31
6986165DB9,CREATION,PROVINCIA AUTONOMA DI BOLZANO,2016-05-10 00:00:00.000,Variant 19,19,397387.0,FORNITURE,ORDINARI,1,39
6986165DB9,AWARD,PROVINCIA AUTONOMA DI BOLZANO,2016-05-10 00:00:00.000,Variant 19,19,397387.0,FORNITURE,ORDINARI,1,39
6986165DB9,CONTRACT-START,PROVINCIA AUTONOMA DI BOLZANO,2017-05-24 00:00:00.000,Variant 19,19,397387.0,FORNITURE,ORDINARI,1,39
6986165DB9,VARIANT,PROVINCIA AUTONOMA DI BOLZANO,2017-09-25 00:00:00.000,Variant 19,19,397387.0,FORNITURE,ORDINARI,1,39
6986165DB9,SUSPENSION,PROVINCIA AUTONOMA DI BOLZANO,2017-10-13 00:00:00.000,Variant 19,19,397387.0,FORNITURE,ORDINARI,1,39
6986165DB9,REPRISE,PROVINCIA AUTONOMA DI BOLZANO,2018-07-02 00:00:00.000,Variant 19,19,397387.0,FORNITURE,ORDINARI,1,39
6986165DB9,CONTRACT-END,PROVINCIA AUTONOMA DI BOLZANO,2018-07-04 00:00:00.000,Variant 19,19,397387.0,FORNITURE,ORDINARI,1,39
6989395736,CREATION,CENTRALE,2017-04-05 00:00:00.000,Variant 1,1,160000.0,FORNITURE,ORDINARI,0,30
6989395736,AWARD,CENTRALE,2017-08-01 00:00:00.000,Variant 1,1,160000.0,FORNITURE,ORDINARI,0,30
6989395736,CONTRACT-START,CENTRALE,2017-09-06 00:00:00.000,Variant 1,1,160000.0,FORNITURE,ORDINARI,0,30
6989395736,VARIANT,CENTRALE,2019-04-17 00:00:00.000,Variant 1,1,160000.0,FORNITURE,ORDINARI,0,30
6989395736,CONTRACT-END,CENTRALE,2019-06-27 00:00:00.000,Variant 1,1,160000.0,FORNITURE,ORDINARI,0,30
69906502E0,CREATION,PROVINCIA AUTONOMA DI TRENTO,2017-02-22 00:00:00.000,Variant 5,5,149000.0,FORNITURE,ORDINARI,0,33
69906502E0,AWARD,PROVINCIA AUTONOMA DI TRENTO,2017-02-27 00:00:00.000,Variant 5,5,149000.0,FORNITURE,ORDINARI,0,33
69906502E0,CONTRACT-START,PROVINCIA AUTONOMA DI TRENTO,2017-02-27 00:00:00.000,Variant 5,5,149000.0,FORNITURE,ORDINARI,0,33
69906502E0,VARIANT,PROVINCIA AUTONOMA DI TRENTO,2017-07-24 00:00:00.000,Variant 5,5,149000.0,FORNITURE,ORDINARI,0,33
69906502E0,CONTRACT-END,PROVINCIA AUTONOMA DI TRENTO,2017-09-22 00:00:00.000,Variant 5,5,149000.0,FORNITURE,ORDINARI,0,33
69906502E0,VARIANT,PROVINCIA AUTONOMA DI TRENTO,2017-09-25 00:00:00.000,Variant 5,5,149000.0,FORNITURE,ORDINARI,0,33
69922424A2,CREATION,PIEMONTE,2017-03-29 00:00:00.000,Variant 125,125,114243.4,FORNITURE,ORDINARI,0,15
69922424A2,AWARD,PIEMONTE,2017-06-29 00:00:00.000,Variant 125,125,114243.4,FORNITURE,ORDINARI,0,15
69922424A2,CONTRACT-START,PIEMONTE,2017-08-10 00:00:00.000,Variant 125,125,114243.4,FORNITURE,ORDINARI,0,15
69922424A2,VARIANT,PIEMONTE,2017-12-14 00:00:00.000,Variant 125,125,114243.4,FORNITURE,ORDINARI,0,15
69922424A2,VARIANT,PIEMONTE,2018-07-31 00:00:00.000,Variant 125,125,114243.4,FORNITURE,ORDINARI,0,15
69922424A2,VARIANT,PIEMONTE,2018-10-28 00:00:00.000,Variant 125,125,114243.4,FORNITURE,ORDINARI,0,15
69922424A2,CONTRACT-END,PIEMONTE,2018-11-11 00:00:00.000,Variant 125,125,114243.4,FORNITURE,ORDINARI,0,15
69922424A2,VARIANT,PIEMONTE,2018-11-27 00:00:00.000,Variant 125,125,114243.4,FORNITURE,ORDINARI,0,15
69922424A2,VARIANT,PIEMONTE,2018-12-20 00:00:00.000,Variant 125,125,114243.4,FORNITURE,ORDINARI,0,15
69922424A2,STATUS,PIEMONTE,2018-12-31 00:00:00.000,Variant 125,125,114243.4,FORNITURE,ORDINARI,0,15
6994508299,CREATION,PROVINCIA AUTONOMA DI TRENTO,2017-02-24 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6994508299,AWARD,PROVINCIA AUTONOMA DI TRENTO,2017-03-17 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6994508299,CONTRACT-START,PROVINCIA AUTONOMA DI TRENTO,2017-04-03 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6994508299,STATUS,PROVINCIA AUTONOMA DI TRENTO,2017-09-30 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6994508299,STATUS,PROVINCIA AUTONOMA DI TRENTO,2018-03-30 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6994508299,STATUS,PROVINCIA AUTONOMA DI TRENTO,2018-09-30 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6994508299,STATUS,PROVINCIA AUTONOMA DI TRENTO,2019-03-30 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6994508299,STATUS,PROVINCIA AUTONOMA DI TRENTO,2019-09-30 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6994508299,STATUS,PROVINCIA AUTONOMA DI TRENTO,2020-01-31 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6994508299,CONTRACT-END,PROVINCIA AUTONOMA DI TRENTO,2020-03-12 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6994508299,VARIANT,PROVINCIA AUTONOMA DI TRENTO,2020-11-24 00:00:00.000,Variant 126,126,561060.44,FORNITURE,ORDINARI,0,33
6996471683,CREATION,SARDEGNA,2017-03-07 00:00:00.000,Variant 127,127,673965.0,FORNITURE,ORDINARI,0,42
6996471683,AWARD,SARDEGNA,2017-07-06 00:00:00.000,Variant 127,127,673965.0,FORNITURE,ORDINARI,0,42
6996471683,STATUS,SARDEGNA,2017-07-06 00:00:00.000,Variant 127,127,673965.0,FORNITURE,ORDINARI,0,42
6996471683,SUBCONTRACT,SARDEGNA,2017-07-24 00:00:00.000,Variant 127,127,673965.0,FORNITURE,ORDINARI,0,42
6996471683,CONTRACT-START,SARDEGNA,2017-08-08 00:00:00.000,Variant 127,127,673965.0,FORNITURE,ORDINARI,0,42
6996471683,VARIANT,SARDEGNA,2017-08-11 00:00:00.000,Variant 127,127,673965.0,FORNITURE,ORDINARI,0,42
6996471683,STATUS,SARDEGNA,2017-08-30 00:00:00.000,Variant 127,127,673965.0,FORNITURE,ORDINARI,0,42
6996471683,CONTRACT-END,SARDEGNA,2017-09-12 00:00:00.000,Variant 127,127,673965.0,FORNITURE,ORDINARI,0,42
699807522E,CREATION,EMILIA ROMAGNA,2017-03-01 00:00:00.000,Variant 1,1,51205.0,FORNITURE,ORDINARI,0,48
699807522E,AWARD,EMILIA ROMAGNA,2017-03-08 00:00:00.000,Variant 1,1,51205.0,FORNITURE,ORDINARI,0,48
699807522E,CONTRACT-START,EMILIA ROMAGNA,2017-03-08 00:00:00.000,Variant 1,1,51205.0,FORNITURE,ORDINARI,0,48
699807522E,VARIANT,EMILIA ROMAGNA,2017-09-21 00:00:00.000,Variant 1,1,51205.0,FORNITURE,ORDINARI,0,48
699807522E,CONTRACT-END,EMILIA ROMAGNA,2017-12-31 00:00:00.000,Variant 1,1,51205.0,FORNITURE,ORDINARI,0,48
70004813AC,CREATION,EMILIA ROMAGNA,2017-03-02 00:00:00.000,Variant 1,1,324034.9,FORNITURE,ORDINARI,1,33
70004813AC,AWARD,EMILIA ROMAGNA,2017-03-02 00:00:00.000,Variant 1,1,324034.9,FORNITURE,ORDINARI,1,33
70004813AC,CONTRACT-START,EMILIA ROMAGNA,2017-06-16 00:00:00.000,Variant 1,1,324034.9,FORNITURE,ORDINARI,1,33
70004813AC,VARIANT,EMILIA ROMAGNA,2018-01-29 00:00:00.000,Variant 1,1,324034.9,FORNITURE,ORDINARI,1,33
70004813AC,CONTRACT-END,EMILIA ROMAGNA,2018-06-30 00:00:00.000,Variant 1,1,324034.9,FORNITURE,ORDINARI,1,33
70019342BA,CREATION,CENTRALE,2017-03-09 00:00:00.000,Variant 26,26,2168000.0,FORNITURE,ORDINARI,0,30
70019342BA,AWARD,CENTRALE,2017-09-12 00:00:00.000,Variant 26,26,2168000.0,FORNITURE,ORDINARI,0,30
70019342BA,CONTRACT-START,CENTRALE,2017-11-24 00:00:00.000,Variant 26,26,2168000.0,FORNITURE,ORDINARI,0,30
70019342BA,STATUS,CENTRALE,2018-09-13 00:00:00.000,Variant 26,26,2168000.0,FORNITURE,ORDINARI,0,30
70019342BA,STATUS,CENTRALE,2019-03-04 00:00:00.000,Variant 26,26,2168000.0,FORNITURE,ORDINARI,0,30
70019342BA,CONTRACT-END,CENTRALE,2020-01-28 00:00:00.000,Variant 26,26,2168000.0,FORNITURE,ORDINARI,0,30
70019342BA,STATUS,CENTRALE,2020-02-07 00:00:00.000,Variant 26,26,2168000.0,FORNITURE,ORDINARI,0,30
70019342BA,VARIANT,CENTRALE,2020-06-05 00:00:00.000,Variant 26,26,2168000.0,FORNITURE,ORDINARI,0,30
70019564E1,CREATION,CENTRALE,2017-03-09 00:00:00.000,Variant 30,30,1440000.0,FORNITURE,ORDINARI,0,30
70019564E1,AWARD,CENTRALE,2017-09-12 00:00:00.000,Variant 30,30,1440000.0,FORNITURE,ORDINARI,0,30
70019564E1,CONTRACT-START,CENTRALE,2018-01-08 00:00:00.000,Variant 30,30,1440000.0,FORNITURE,ORDINARI,0,30
70019564E1,STATUS,CENTRALE,2018-09-13 00:00:00.000,Variant 30,30,1440000.0,FORNITURE,ORDINARI,0,30
70019564E1,STATUS,CENTRALE,2019-03-11 00:00:00.000,Variant 30,30,1440000.0,FORNITURE,ORDINARI,0,30
70019564E1,STATUS,CENTRALE,2020-02-07 00:00:00.000,Variant 30,30,1440000.0,FORNITURE,ORDINARI,0,30
70019564E1,VARIANT,CENTRALE,2020-06-18 00:00:00.000,Variant 30,30,1440000.0,FORNITURE,ORDINARI,0,30
70019564E1,CONTRACT-END,CENTRALE,2020-12-21 00:00:00.000,Variant 30,30,1440000.0,FORNITURE,ORDINARI,0,30
700203888B,CREATION,CENTRALE,2017-03-06 00:00:00.000,Variant 1,1,95000.0,FORNITURE,ORDINARI,0,31
700203888B,AWARD,CENTRALE,2017-03-31 00:00:00.000,Variant 1,1,95000.0,FORNITURE,ORDINARI,0,31
700203888B,CONTRACT-START,CENTRALE,2017-04-03 00:00:00.000,Variant 1,1,95000.0,FORNITURE,ORDINARI,0,31
700203888B,VARIANT,CENTRALE,2017-10-03 00:00:00.000,Variant 1,1,95000.0,FORNITURE,ORDINARI,0,31
700203888B,CONTRACT-END,CENTRALE,2017-11-23 00:00:00.000,Variant 1,1,95000.0,FORNITURE,ORDINARI,0,31
7002763ED3,CREATION,PIEMONTE,2017-03-06 00:00:00.000,Variant 2,2,85335.77,FORNITURE,ORDINARI,0,39
7002763ED3,AWARD,PIEMONTE,2017-04-12 00:00:00.000,Variant 2,2,85335.77,FORNITURE,ORDINARI,0,39
7002763ED3,CONTRACT-START,PIEMONTE,2017-05-24 00:00:00.000,Variant 2,2,85335.77,FORNITURE,ORDINARI,0,39
7002763ED3,CONTRACT-END,PIEMONTE,2018-03-23 00:00:00.000,Variant 2,2,85335.77,FORNITURE,ORDINARI,0,39
7002763ED3,VARIANT,PIEMONTE,2018-04-09 00:00:00.000,Variant 2,2,85335.77,FORNITURE,ORDINARI,0,39
70034337BC,CREATION,EMILIA ROMAGNA,2017-03-07 00:00:00.000,Variant 6,6,133583.92,FORNITURE,ORDINARI,0,33
70034337BC,AWARD,EMILIA ROMAGNA,2017-03-08 00:00:00.000,Variant 6,6,133583.92,FORNITURE,ORDINARI,0,33
70034337BC,CONTRACT-START,EMILIA ROMAGNA,2017-03-08 00:00:00.000,Variant 6,6,133583.92,FORNITURE,ORDINARI,0,33
70034337BC,VARIANT,EMILIA ROMAGNA,2019-02-28 00:00:00.000,Variant 6,6,133583.92,FORNITURE,ORDINARI,0,33
70034337BC,VARIANT,EMILIA ROMAGNA,2020-02-21 00:00:00.000,Variant 6,6,133583.92,FORNITURE,ORDINARI,0,33
70034337BC,VARIANT,EMILIA ROMAGNA,2021-01-01 00:00:00.000,Variant 6,6,133583.92,FORNITURE,ORDINARI,0,33
70034337BC,CONTRACT-END,EMILIA ROMAGNA,2021-07-29 00:00:00.000,Variant 6,6,133583.92,FORNITURE,ORDINARI,0,33
7003458C5C,CREATION,EMILIA ROMAGNA,2017-03-08 00:00:00.000,Variant 6,6,64832.0,FORNITURE,ORDINARI,0,33
7003458C5C,AWARD,EMILIA ROMAGNA,2017-03-08 00:00:00.000,Variant 6,6,64832.0,FORNITURE,ORDINARI,0,33
7003458C5C,CONTRACT-START,EMILIA ROMAGNA,2017-03-08 00:00:00.000,Variant 6,6,64832.0,FORNITURE,ORDINARI,0,33
7003458C5C,VARIANT,EMILIA ROMAGNA,2019-02-28 00:00:00.000,Variant 6,6,64832.0,FORNITURE,ORDINARI,0,33
7003458C5C,VARIANT,EMILIA ROMAGNA,2020-01-01 00:00:00.000,Variant 6,6,64832.0,FORNITURE,ORDINARI,0,33
7003458C5C,VARIANT,EMILIA ROMAGNA,2020-02-21 00:00:00.000,Variant 6,6,64832.0,FORNITURE,ORDINARI,0,33
7003458C5C,CONTRACT-END,EMILIA ROMAGNA,2021-07-29 00:00:00.000,Variant 6,6,64832.0,FORNITURE,ORDINARI,0,33
700801199E,CREATION,PROVINCIA AUTONOMA DI TRENTO,2017-03-10 00:00:00.000,Variant 1,1,190000.0,FORNITURE,ORDINARI,0,42
700801199E,AWARD,PROVINCIA AUTONOMA DI TRENTO,2017-05-02 00:00:00.000,Variant 1,1,190000.0,FORNITURE,ORDINARI,0,42
700801199E,CONTRACT-START,PROVINCIA AUTONOMA DI TRENTO,2017-06-09 00:00:00.000,Variant 1,1,190000.0,FORNITURE,ORDINARI,0,42
700801199E,VARIANT,PROVINCIA AUTONOMA DI TRENTO,2017-06-28 00:00:00.000,Variant 1,1,190000.0,FORNITURE,ORDINARI,0,42
700801199E,CONTRACT-END,PROVINCIA AUTONOMA DI TRENTO,2017-12-31 00:00:00.000,Variant 1,1,190000.0,FORNITURE,ORDINARI,0,42
70083029C2,CREATION,PROVINCIA AUTONOMA DI BOLZANO,2017-03-17 00:00:00.000,Variant 128,128,56000.0,FORNITURE,ORDINARI,0,34
70083029C2,AWARD,PROVINCIA AUTONOMA DI BOLZANO,2017-04-13 00:00:00.000,Variant 128,128,56000.0,FORNITURE,ORDINARI,0,34
70083029C2,VARIANT,PROVINCIA AUTONOMA DI BOLZANO,2017-07-13 00:00:00.000,Variant 128,128,56000.0,FORNITURE,ORDINARI,0,34
70083029C2,CONTRACT-START,PROVINCIA AUTONOMA DI BOLZANO,2017-07-21 00:00:00.000,Variant 128,128,56000.0,FORNITURE,ORDINARI,0,34
70083029C2,CONTRACT-END,PROVINCIA AUTONOMA DI BOLZANO,2017-11-21 00:00:00.000,Variant 128,128,56000.0,FORNITURE,ORDINARI,0,34
70083029C2,TESTING,PROVINCIA AUTONOMA DI BOLZANO,2018-01-11 00:00:00.000,Variant 128,128,56000.0,FORNITURE,ORDINARI,0,34
7008692B98,CREATION,CENTRALE,2017-03-09 00:00:00.000,Variant 1,1,101664.78,FORNITURE,ORDINARI,0,31
7008692B98,AWARD,CENTRALE,2017-04-28 00:00:00.000,Variant 1,1,101664.78,FORNITURE,ORDINARI,0,31
7008692B98,CONTRACT-START,CENTRALE,2017-05-04 00:00:00.000,Variant 1,1,101664.78,FORNITURE,ORDINARI,0,31
7008692B98,VARIANT,CENTRALE,2017-07-31 00:00:00.000,Variant 1,1,101664.78,FORNITURE,ORDINARI,0,31
7008692B98,CONTRACT-END,CENTRALE,2017-08-24 00:00:00.000,Variant 1,1,101664.78,FORNITURE,ORDINARI,0,31
700920421F,CREATION,EMILIA ROMAGNA,2017-03-10 00:00:00.000,Variant 1,1,107600.0,FORNITURE,ORDINARI,0,44
700920421F,AWARD,EMILIA ROMAGNA,2017-05-10 00:00:00.000,Variant 1,1,107600.0,FORNITURE,ORDINARI,0,44
700920421F,CONTRACT-START,EMILIA ROMAGNA,2017-05-12 00:00:00.000,Variant 1,1,107600.0,FORNITURE,ORDINARI,0,44
700920421F,VARIANT,EMILIA ROMAGNA,2018-04-23 00:00:00.000,Variant 1,1,107600.0,FORNITURE,ORDINARI,0,44
700920421F,CONTRACT-END,EMILIA ROMAGNA,2018-05-31 00:00:00.000,Variant 1,1,107600.0,FORNITURE,ORDINARI,0,44
701139957D,CREATION,CENTRALE,2017-03-14 00:00:00.000,Variant 1,1,50000.0,FORNITURE,ORDINARI,0,42
701139957D,AWARD,CENTRALE,2017-05-02 00:00:00.000,Variant 1,1,50000.0,FORNITURE,ORDINARI,0,42
701139957D,CONTRACT-START,CENTRALE,2017-06-05 00:00:00.000,Variant 1,1,50000.0,FORNITURE,ORDINARI,0,42
701139957D,VARIANT,CENTRALE,2017-06-10 00:00:00.000,Variant 1,1,50000.0,FORNITURE,ORDINARI,0,42
701139957D,CONTRACT-END,CENTRALE,2018-04-28 00:00:00.000,Variant 1,1,50000.0,FORNITURE,ORDINARI,0,42
7011652645,CREATION,EMILIA ROMAGNA,2017-03-14 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,AWARD,EMILIA ROMAGNA,2017-03-21 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,CONTRACT-START,EMILIA ROMAGNA,2017-03-30 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,VARIANT,EMILIA ROMAGNA,2018-02-26 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,VARIANT,EMILIA ROMAGNA,2018-05-08 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,VARIANT,EMILIA ROMAGNA,2019-01-31 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,VARIANT,EMILIA ROMAGNA,2019-03-27 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,VARIANT,EMILIA ROMAGNA,2019-05-07 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,VARIANT,EMILIA ROMAGNA,2020-03-20 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,VARIANT,EMILIA ROMAGNA,2020-05-14 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,VARIANT,EMILIA ROMAGNA,2020-09-03 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7011652645,CONTRACT-END,EMILIA ROMAGNA,2020-09-30 00:00:00.000,Variant 129,129,208930.0,FORNITURE,ORDINARI,0,42
7017521187,CREATION,CENTRALE,2017-03-22 00:00:00.000,Variant 2,2,108329.1,FORNITURE,ORDINARI,0,39
7017521187,AWARD,CENTRALE,2017-06-09 00:00:00.000,Variant 2,2,108329.1,FORNITURE,ORDINARI,0,39
7017521187,CONTRACT-START,CENTRALE,2017-06-13 00:00:00.000,Variant 2,2,108329.1,FORNITURE,ORDINARI,0,39
7017521187,CONTRACT-END,CENTRALE,2017-07-06 00:00:00.000,Variant 2,2,108329.1,FORNITURE,ORDINARI,0,39
7017521187,VARIANT,CENTRALE,2017-07-06 00:00:00.000,Variant 2,2,108329.1,FORNITURE,ORDINARI,0,39
7017981D1E,CREATION,PROVINCIA AUTONOMA DI BOLZANO,2017-03-21 00:00:00.000,Variant 130,130,162894.43,FORNITURE,ORDINARI,0,34
7017981D1E,AWARD,PROVINCIA AUTONOMA DI BOLZANO,2017-07-25 00:00:00.000,Variant 130,130,162894.43,FORNITURE,ORDINARI,0,34
7017981D1E,CONTRACT-START,PROVINCIA AUTONOMA DI BOLZANO,2017-10-04 00:00:00.000,Variant 130,130,162894.43,FORNITURE,ORDINARI,0,34
7017981D1E,VARIANT,PROVINCIA AUTONOMA DI BOLZANO,2017-12-03 00:00:00.000,Variant 130,130,162894.43,FORNITURE,ORDINARI,0,34
7017981D1E,CONTRACT-END,PROVINCIA AUTONOMA DI BOLZANO,2018-01-10 00:00:00.000,Variant 130,130,162894.43,FORNITURE,ORDINARI,0,34
7017981D1E,CONTRACT-START,PROVINCIA AUTONOMA DI BOLZANO,2018-05-14 00:00:00.000,Variant 130,130,162894.43,FORNITURE,ORDINARI,0,34
7017981D1E,VARIANT,PROVINCIA AUTONOMA DI BOLZANO,2018-05-28 00:00:00.000,Variant 130,130,162894.43,FORNITURE,ORDINARI,0,34
7017981D1E,CONTRACT-END,PROVINCIA AUTONOMA DI BOLZANO,2019-02-12 00:00:00.000,Variant 130,130,162894.43,FORNITURE,ORDINARI,0,34
7018008369,CREATION,CENTRALE,2017-03-22 00:00:00.000,Variant 11,11,110000.0,FORNITURE,ORDINARI,0,35
7018008369,CONTRACT-START,CENTRALE,2017-04-04 00:00:00.000,Variant 11,11,110000.0,FORNITURE,ORDINARI,0,35
7018008369,AWARD,CENTRALE,2017-04-14 00:00:00.000,Variant 11,11,110000.0,FORNITURE,ORDINARI,0,35
7018008369,VARIANT,CENTRALE,2018-11-12 00:00:00.000,Variant 11,11,110000.0,FORNITURE,ORDINARI,0,35
7018008369,CONTRACT-END,CENTRALE,2019-01-17 00:00:00.000,Variant 11,11,110000.0,FORNITURE,ORDINARI,0,35
70223155A8,CREATION,VALLE DAOSTA,2017-03-21 00:00:00.000,Variant 1,1,90000.0,FORNITURE,ORDINARI,0,48
70223155A8,AWARD,VALLE DAOSTA,2017-05-03 00:00:00.000,Variant 1,1,90000.0,FORNITURE,ORDINARI,0,48
70223155A8,CONTRACT-START,VALLE DAOSTA,2017-10-03 00:00:00.000,Variant 1,1,90000.0,FORNITURE,ORDINARI,0,48
70223155A8,VARIANT,VALLE DAOSTA,2019-05-10 00:00:00.000,Variant 1,1,90000.0,FORNITURE,ORDINARI,0,48
70223155A8,CONTRACT-END,VALLE DAOSTA,2019-11-11 00:00:00.000,Variant 1,1,90000.0,FORNITURE,ORDINARI,0,48
70235110A2,CREATION,PROVINCIA AUTONOMA DI BOLZANO,2017-03-27 00:00:00.000,Variant 1,1,72600.0,FORNITURE,ORDINARI,0,33
70235110A2,AWARD,PROVINCIA AUTONOMA DI BOLZANO,2017-06-12 00:00:00.000,Variant 1,1,72600.0,FORNITURE,ORDINARI,0,33
70235110A2,CONTRACT-START,PROVINCIA AUTONOMA DI BOLZANO,2017-06-12 00:00:00.000,Variant 1,1,72600.0,FORNITURE,ORDINARI,0,33
70235110A2,VARIANT,PROVINCIA AUTONOMA DI BOLZANO,2020-06-30 00:00:00.000,Variant 1,1,72600.0,FORNITURE,ORDINARI,0,33
70235110A2,CONTRACT-END,PROVINCIA AUTONOMA DI BOLZANO,2020-10-04 00:00:00.000,Variant 1,1,72600.0,FORNITURE,ORDINARI,0,33
7024786CC8,CREATION,CENTRALE,2017-03-29 00:00:00.000,Variant 1,1,116000.0,FORNITURE,ORDINARI,0,35
